"User-ID";"Location";"Age"
"1984";"zug, n/a, switzerland";NULL
"1986";"leatherhead, england, united kingdom";"19"
"1987";"santa coloma de gramenet, catalunya, spain";"13"
"1989";"phoenix, arizona, usa";"27"
"1990";"niterói, rio de janeiro, brazil";"32"
"1993";"sao paulo, sao paulo, brazil";"37"
"1995";"rascafría, madrid, spain";"59"
"1996";"sydney, new south wales, australia";"34"
"2009";"wuppertal, nordrhein-westfalen, germany";"31"
"2010";"colfax, illinois, usa";NULL
"2012";"bray, wicklow,";"34"
"2013";"canoas, rio grande do sul, brazil";"31"
"2018";"edson, alberta, canada";"21"
"2019";"carcavelos, n/a, portugal";"29"
"2020";"dafoe, saskatchewan, canada";"42"
"2024";"oakland, california, usa";"34"
"2030";"seabeck, washington, usa";"31"
"2033";"omaha, nebraska, usa";"27"
"2035";"longwood, florida, usa";"15"
"2036";"frenchtown, new jersey, usa";"49"
"2038";"bloomington, indiana, usa";NULL
"2041";"playa del rey, california, usa";NULL
"2043";"houston, ,";NULL
"2045";"venezia, veneto, italy";NULL
"2046";"philadelphia, missouri, usa";"22"
"2051";"sestri levante, liguria, italy";NULL
"2060";"pennsauken, new york, usa";"54"
"2061";"auckland central, auckland, new zealand";NULL
"2063";"raleigh, north carolina, usa";NULL
"2066";"fieberbrunn, tirol, austria";"31"
"2070";"pembroke pines, florida, usa";"22"
"2074";"madrid, madrid, spain";"35"
"2075";"bonn, nordrhein-westfalen, germany";"29"
"2076";"oderzo, veneto, italy";"34"
"2077";"minneapolis, minnesota, usa";"25"
"2078";"dallas, texas, usa";NULL
"2082";"akron, ohio, usa";"14"
"2084";"logroño, la rioja, spain";"21"
"2087";"austin, texas, usa";NULL
"2089";"lynchburg, virginia, usa";NULL
"2090";"dudley, massachusetts, usa";"28"
"2097";"arlington, massachusetts, usa";NULL
"2099";"tucson, arizona, usa";NULL
"2103";"minneapolis, minnesota, usa";"43"
"2104";"roseville, california, usa";NULL
"2105";"new smyrna beach, florida, usa";NULL
"2106";"denver, colorado, usa";"44"
"2108";"houston, texas, usa";NULL
"2109";"winnipeg, manitoba, canada";NULL
"2110";"charlotte, north carolina, usa";NULL
"2115";"escondido, california, usa";"55"
"2116";"parrsboro, nova scotia, canada";NULL
"2119";"hartford, connecticut, usa";NULL
"2127";"high point, north carolina, usa";NULL
"2129";"cambridge, england, united kingdom";"34"
"2130";"george town, penang,";"34"
"2132";"hammond, indiana, usa";NULL
"2134";"oakland, california, usa";"35"
"2135";"irvine, california, usa";NULL
"2136";"salem, oregon, usa";"45"
"2138";"crosswicks, new jersey, usa";NULL
"2139";"chesapeake, virginia, usa";"33"
"2141";"lexington, massachusetts, usa";NULL
"2147";"las vegas, nevada, usa";"35"
"2148";"los angeles, california, usa";NULL
"2150";"lawrenceville, georgia, usa";NULL
"2152";"grosse pointe, michigan, usa";"1"
"2155";"madrid, madrid, spain";"18"
"2158";"james island, south carolina, usa";"58"
"2160";"zaragoza, aragón, spain";NULL
"2163";"kerns, obwalden, switzerland";NULL
"2169";"hollister, california, usa";NULL
"2170";"kassel, hessen, germany";"29"
"2172";"quezon city, n/a, philippines";"17"
"2178";"linden, new jersey, usa";NULL
"2179";"sunderland, massachusetts, usa";"30"
"2181";"montreal, quebec, canada";"15"
"2183";"burnaby, british columbia, canada";NULL
"2189";"montreal, quebec, canada";"24"
"2190";"lenexa, kansas, usa";"29"
"2196";"orimattila, päijät-häme, finland";"22"
"2197";"n/a, travelling, canada";"26"
"2198";"philadelphia, pennsylvania, usa";NULL
"2199";"launceston, tasmania, australia";"25"
"2203";"woking, surrey, united kingdom";"40"
"2204";"el cajon, california, usa";NULL
"2209";"rapallo, liguria, italy";"26"
"2216";"m?nster, nordrhein-westfalen, germany";NULL
"2218";"stratham, new hampshire, usa";"48"
"2219";"omaha, nebraska, usa";NULL
"2222";"aptos, california, usa";NULL
"2223";"cleveland, ohio, usa";NULL
"2224";"paris, ile de france, france";"23"
"2225";"stouffville, ontario, canada";NULL
"2226";"montreal, quebec, canada";NULL
"2230";"harpers ferry, west virginia, usa";"44"
"2232";"50678 köln, nordrhein-westfalen, germany";NULL
"2238";"san diego, california, usa";"34"
"2240";"ottawa, ontario, canada";NULL
"2244";"embro, ontario, canada";NULL
"2250";"charlotte, north carolina, usa";NULL
"2253";"saskatoon, saskatchewan, canada";NULL
"2255";"charlottesville, virginia, usa";"35"
"2266";"beziers, herault, france";"17"
"2268";"coruña, galicia, spain";"22"
"2270";"thame, united kingdom, united kingdom";NULL
"2271";"mooresville, north carolina, usa";NULL
"2275";"prescott, arizona, usa";"22"
"2276";"niskayuna, new york, usa";"46"
"2281";"vancouver, washington, usa";"30"
"2283";"jasper, missouri, usa";"18"
"2287";"north chili, new york, usa";"35"
"2288";"spring hill, tennessee, usa";"30"
"2290";"wellington, wellington, new zealand";NULL
"2292";"brighton, massachusetts, usa";NULL
"2295";"el sobrante, california, usa";"21"
"2296";"wenatchee, washington, usa";"61"
"2302";"tampere, pirkanmaa, finland";"34"
"2305";"holmrook, cumbria, united kingdom";"71"
"2308";"florence, ,";"21"
"2311";"albuquerque, new mexico, usa";NULL
"2312";"roanoke, virginia, usa";NULL
"2313";"cincinnati, ohio, usa";"23"
"2316";"london, n/a, united kingdom";NULL
"2324";"atlantic beach, florida, usa";"40"
"2326";"porto, porto, portugal";"23"
"2329";"kuala lumpur, n/a, malaysia";"13"
"2330";"genova, liguria, italy";NULL
"2333";"ocean city, maryland, usa";NULL
"2334";"amersfoort, utrecht, netherlands";NULL
"2335";"appleton, minnesota, usa";NULL
"2336";"van buren, arkansas, usa";"17"
"2337";"grove city, ohio, usa";"34"
"2339";"upper darby, pennsylvania, usa";NULL
"2340";"st. louis, missouri, usa";"29"
"2345";"london, england, united kingdom";"55"
"2349";"g?nzburg, bayern, germany";NULL
"2350";"st. louis, missouri, usa";"24"
"2351";"gelsenkirchen, nordrhein-westfalen, germany";"24"
"2352";"bad d?rrheim, baden-wuerttemberg, germany";"18"
"2354";"ottawa, ontario, canada";NULL
"2355";"gatineau, quebec, canada";NULL
"2357";"philadelphia, pennsylvania, usa";"35"
"2358";"bryan, texas, usa";"23"
"2359";"haarlem, noord-holland, netherlands";"38"
"2363";"mountain home, idaho, usa";"42"
"2366";"lathrup village, michigan, usa";"16"
"2368";"largo, florida, usa";"18"
"2369";"kingston, ontario, canada";"45"
"2374";"st.thomas, virgin islands, usa";NULL
"2375";"norfolk, virginia, usa";"20"
"2376";"bay village, ohio, usa";"38"
"2379";"london, england, united kingdom";NULL
"2385";"london, ontario, canada";NULL
"2386";"pittsboro, north carolina, usa";"40"
"2388";"hawley, pennsylvania, usa";"64"
"2389";"d?sseldorf, nordrhein-westfalen, germany";NULL
"2395";"newtown, connecticut, usa";"43"
"2398";"pescara, abruzzo, italy";NULL
"2399";"kent, ohio, usa";"32"
"2403";"anderson, south carolina, usa";"41"
"2404";"new york, new york, usa";NULL
"2406";"m?nchen, bayern, germany";"48"
"2411";"lake city, florida, usa";"37"
"2414";"edenhope, victoria, australia";NULL
"2415";"hamburg, hamburg, germany";"33"
"2416";"seville, n/a, spain";"21"
"2417";"lakeland, florida, usa";"35"
"2421";"durban, kwazulu-natal, south africa";NULL
"2425";"vancouver, british columbia, canada";"54"
"2436";"new york, new york, usa";NULL
"2437";"san antonio, texas, usa";"45"
"2439";"atlanta, georgia, usa";"26"
"2442";"torino, ,";"25"
"2448";"birmingham, england, united kingdom";NULL
"2451";"philadelphia, pennsylvania, usa";"45"
"2453";"independence, missouri, usa";NULL
"2455";"burgwedel, north carolina, germany";"42"
"2457";"banff, alberta, canada";"24"
"2459";"ottawa, ontario, canada";NULL
"2461";"san francisco, california, usa";"59"
"2462";"kingston, , usa";NULL
"2466";"olathe, kansas, usa";NULL
"2470";"phoenix, arizona, usa";"22"
"2473";"elkhart, indiana, usa";"31"
"2480";"batu uban, penang, malaysia";"24"
"2481";"st. louis, missouri, usa";NULL
"2482";"whistler, british columbia, canada";NULL
"2484";"asheville, north carolina, usa";NULL
"2485";"charlottesville, virginia, usa";NULL
"2488";"taubate, sao paulo, brazil";"65"
"2499";"boulder, colorado, usa";"49"
"2500";"rapid city, south dakota, usa";NULL
"2501";"lisboa, loures-apelação, portugal";"34"
"2503";"london, england, united kingdom";"36"
"2504";"boston, massachusetts, usa";NULL
"2506";"tiana, barcelona, spain";"50"
"2508";"harrogate, england, united kingdom";"38"
"2515";"reus, tarragona, spain";"38"
"2517";"8111 judendorf-stra?engel, styria--austria, austria";NULL
"2520";"hondarribia, euskadi, spain";"42"
"2524";"lodz, lodz, poland";NULL
"2525";"reggio calabria, italia, calabria";NULL
"2528";"the colony, texas, usa";NULL
"2529";"victoria, british columbia, canada";NULL
"2531";"brescia, lombardia, italy";"20"
"2534";"kamloops, british columbia, canada";NULL
"2540";"vienna, virginia, usa";"46"
"2542";"silvis, illinois, usa";"54"
"2544";"wayne, pennsylvania, usa";NULL
"2545";"freiburg, baden-wuerttemberg, germany";"48"
"2546";"bendigo, victoria, australia";"25"
"2549";"nice, alpes maritimes, france";"31"
"2550";"montpellier, illinois, france";NULL
"2552";"frankenthal, rheinland-pfalz, alderney";NULL
"2555";"turnersville, new jersey, usa";NULL
"2559";"santa rosa, california, usa";NULL
"2562";"wheeling, illinois, usa";"53"
"2565";"pensacola, friuli venezia giulia, usa";NULL
"2566";"dunedin, new zealand, new zealand";"43"
"2567";"arlington, washington, usa";"53"
"2568";"wheaton, illinois, usa";NULL
"2569";"santa rosa, california, usa";NULL
"2574";"linlöping, östergötland, sweden";NULL
"2576";"barcelona, \"n/a\", spain";"25"
"2578";"burlington, ontario, canada";"16"
"2579";"la ronge, saskatchewan, canada";NULL
"2580";"ann arbor, michigan, usa";NULL
"2582";"zurich, zurich, switzerland";"17"
"2583";"cedar rapids, iowa, usa";"33"
"2584";"bigfork, montana, usa";NULL
"2588";"rockport, texas, usa";NULL
"2589";"shrewsbury, massachusetts, usa";NULL
"2590";"el cerrito, california, usa";"26"
"2591";"bloomington, illinois, usa";NULL
"2592";"sherman oaks, california, usa";NULL
"2595";"wiesbaden, hessen, germany";"34"
"2596";"offenburg, baden-wuerttemberg, germany";NULL
"2597";"ypsilanti, michigan, usa";"29"
"2598";"flushing, michigan, usa";NULL
"2599";"logroño, la rioja, spain";"15"
"2605";"marina del rey, california, usa";"33"
"2608";"washburn, north dakota, usa";"17"
"2611";"vero beach, florida, usa";NULL
"2613";"geneva, new york, usa";NULL
"2615";"vienna, vienna, austria";NULL
"2616";"fairbanks, alaska, usa";NULL
"2617";"adelaide, south australia, australia";"35"
"2618";"westvancouver, ,";NULL
"2622";"los angeles, california, usa";"41"
"2630";"kingsland, texas, usa";"66"
"2632";"farmingdale, new york, usa";"47"
"2633";"fulton, missouri, usa";NULL
"2634";"addison, texas, usa";"53"
"2638";"burnaby, british columbia, canada";NULL
"2640";"college station, texas, usa";"24"
"2643";"cedar park, texas, usa";"28"
"2644";"austin, texas, usa";NULL
"2651";"harlingen, texas, usa";NULL
"2653";"los angeles, california, usa";"46"
"2655";"firenze, toscana, italy";NULL
"2656";"kelseyville, california, usa";"83"
"2658";"warsaw, mazowieckie, poland";"23"
"2661";"genova, liguria, italy";"52"
"2665";"balozi, rigas rajons, latvia";NULL
"2668";"los angeles, california, usa";NULL
"2670";"corpus christi, texas, usa";NULL
"2678";"fort collins, colorado, usa";"16"
"2679";"weston-super-mare, somerset, united kingdom";"34"
"2681";"christchurch, canterbury, new zealand";NULL
"2683";"gulf breeze, florida, usa";"17"
"2685";"monteporzio catone(roma), lazio, italy";"21"
"2687";"tucson, arizona, usa";"35"
"2688";"herbolzheim, baden-wuerttemberg, germany";"16"
"2690";"cordele, georgia, usa";"35"
"2693";"birkenau, hessen, germany";"44"
"2696";"hamburg, hamburg, germany";NULL
"2700";"kenosha, wisconsin, usa";"29"
"2705";"forli, emilia romagna, italy";"20"
"2708";"coventry, n/a, united kingdom";"59"
"2711";"head of st margaret`s bay, nova scotia, canada";"44"
"2712";"valby, \"n/a\", denmark";NULL
"2718";"naples, florida, usa";"30"
"2719";"staten island, new york, usa";"37"
"2723";"bristol, england, united kingdom";NULL
"2724";"t?bingen, baden-w?rttemberg, germany";NULL
"2728";"mornington, victoria, australia";NULL
"2729";"sagliano micca, piemonte, italy";"19"
"2731";"victoria, british columbia, canada";NULL
"2734";"schrondweiler, n/a, luxembourg";NULL
"2738";"milano, lombardia, italy";"32"
"2742";"rochester, new york, usa";"37"
"2744";"columbus, ohio, usa";NULL
"2746";"baton rouge, louisiana, usa";"25"
"2749";"bridge lake, british columbia, canada";"18"
"2759";"woodstock, new york, usa";NULL
"2760";"n/a, aargau, switzerland";"23"
"2765";"athens, attica, greece";NULL
"2766";"frisco, texas, usa";"42"
"2768";"schliersee, bayern, germany";"30"
"2769";"gorizia, friuli venezia giulia, italy";"27"
"2770";"champaign, illinois, usa";NULL
"2771";"lake orion, michigan, usa";"56"
"2776";"dacula, georgia, usa";NULL
"2781";"pescara, abruzzo, italy";"30"
"2782";"groningen, groningen, netherlands";"33"
"2784";"pisa, toscana,";"27"
"2789";"barcelona, catalunya, spain";"28"
"2790";"san antonio, texas, usa";"50"
"2791";"saint louis, missouri, usa";NULL
"2793";"jefferson, georgia, usa";"34"
"2798";"fredericksburg, virginia, usa";"35"
"2799";"eugene, oregon, usa";NULL
"2803";"barcelona, barcelona, spain";"36"
"2804";"sarasota, florida, usa";"53"
"2807";"madrid, n/a, spain";"20"
"2808";"madrid, n/a, spain";"21"
"2830";"adelaide, south australia, australia";"13"
"2837";"smithfield, virginia, usa";NULL
"2844";"clinton township, michigan, usa";NULL
"2847";"fara d`adda, lombardia, italy";"27"
"2850";"san diego, california, usa";NULL
"2853";"cleveland, ohio, usa";NULL
"2854";"deptford, new jersey, usa";"36"
"2855";"dallas, texas, usa";"35"
"2859";"citrus heights, california, usa";NULL
"2861";"columbus, ohio, usa";"26"
"2863";"lisbon, n/a, portugal";"34"
"2864";"bloomington, indiana, usa";NULL
"2869";"copenhagen, \"n/a\",";NULL
"2870";"cassville, missouri, usa";NULL
"2871";"rio de janeiro, rio de janeiro, brazil";"46"
"2872";"watauga, texas, usa";NULL
"2882";"olympia, washington, usa";"43"
"2883";"pacific grove, california, usa";"43"
"2885";"shoreview, minnesota, usa";"33"
"2889";"kodiak, alaska, usa";NULL
"2891";"beaverton, oregon, usa";NULL
"2892";"portland, oregon, usa";"26"
"2893";"hospitalet de llobregat, barcelona, spain";"21"
"2896";"sao paulo, sao paulo, brazil";"20"
"2900";"cosenza, calabria, italy";"18"
"2903";"lower hutt, n/a, new zealand";"22"
"2906";"paris, ile de france, france";"20"
"2907";"new york, new york, usa";NULL
"2914";"san jose, california, usa";"34"
"2932";"thunder bay, ontario, canada";NULL
"2933";"seattle, washington, usa";NULL
"2935";"barstow, california, usa";"59"
"2936";"london, london, united kingdom";"30"
"2939";"lisboa, \"n/a\", portugal";"31"
"2942";"toronto, ontario, canada";"28"
"2943";"san antonio, texas, usa";NULL
"2945";"franklin, tennessee, usa";"29"
"2946";"sydney, new south wales, australia";"31"
"2948";"raleigh, north carolina, usa";"24"
"2950";"woodside, california, usa";"56"
"2954";"wichita, kansas, usa";"71"
"2957";"christchurch, n/a, new zealand";"34"
"2962";"st. anthony village, minnesota, usa";"47"
"2964";"tualatin, oregon, usa";NULL
"2966";"wauconda, illinois, usa";NULL
"2968";"columbus, ,";"57"
"2972";"phoenix, arizona, usa";"60"
"2973";"waukesha, wisconsin, usa";NULL
"2974";"philadelphia, pennsylvania, usa";"30"
"2977";"richland, washington, usa";"25"
"2979";"como, lombardia, italy";"34"
"2980";"coimbra, coimbra, portugal";"31"
"2982";"montreal, quebec, canada";"34"
"2983";"lancaster, lancashire, united kingdom";"25"
"2984";"dunfermline, fife, scotland";"28"
"2985";"cardiff, wales, united kingdom";"17"
"2991";"london, n/a, ireland";NULL
"2992";"san diego, california, usa";NULL
"2995";"belleville, illinois, usa";"61"
"2996";"milan, lombardia, italy";"21"
"3003";"helsinki, uusimaa, finland";"60"
"3005";"mountain view, california, usa";NULL
"3009";"stratford, connecticut, usa";NULL
"3017";"roma, lazio, italy";NULL
"3020";"virginia beach, virginia, usa";"37"
"3023";"west monroe, louisiana, usa";NULL
"3026";"kuala lumpur, kuala lumpur, malaysia";NULL
"3027";"swindon, wilts, england, united kingdom";"41"
"3030";"anchorage, alaska, usa";NULL
"3032";"sydney, new south wales, australia";"40"
"3035";"milano, lombardia, italy";"31"
"3039";"lisboa, lisboa, portugal";"30"
"3044";"vienna, austria, bayern, austria";"27"
"3045";"canovelles, barcelona, spain";"30"
"3046";"burlington, ontario, canada";NULL
"3048";"klamath falls, oregon, usa";NULL
"3049";"gold coast, queensland, australia";NULL
"3052";"houston, texas, usa";"31"
"3053";"frankfurt, hessen, germany";"33"
"3054";"henrietta, new york, usa";NULL
"3060";"bartlett, tennessee, usa";NULL
"3061";"st. louis, missouri, usa";"19"
"3062";"chicago, illinois, usa";NULL
"3063";"fort washington, maryland, usa";"57"
"3066";"grand ledge, michigan, usa";"29"
"3067";"long beach, california, usa";NULL
"3071";"portland, oregon, usa";NULL
"3073";"helsinki, uusimaa, finland";"23"
"3074";"hamminkeln, nordrhein-westfalen, germany";NULL
"3077";"lowell, massachusetts, usa";NULL
"3079";"asheville, north carolina, usa";NULL
"3081";"distrito federal, distrito federal, mexico";"16"
"3087";"berthoud, colorado, usa";"20"
"3088";"avignon, vaucluse, france";"25"
"3089";"st.paul, minnasota, usa";NULL
"3093";"belle plaine, iowa, usa";"46"
"3094";"hannover, niedersachsen, germany";NULL
"3095";"córdoba, córdoba, argentina";"19"
"3096";"n/a, n/a, n/a";NULL
"3099";"umeå, västerbotten, sweden";NULL
"3100";"oakland, california, usa";"42"
"3101";"barcelona, barcelona, spain";"28"
"3104";"watertown, massachusetts, usa";"27"
"3106";"memphis, tennessee, usa";NULL
"3111";"nijmegen, gelderland, netherlands";"22"
"3113";"vernon, british columbia, canada";NULL
"3114";"girvan, scotland, united kingdom";NULL
"3133";"wapakoneta, ohio, usa";"34"
"3141";"la ronge, saskatchewan, canada";NULL
"3142";"lawrenceville, georgia, usa";"29"
"3145";"austin, texas, usa";"34"
"3146";"hawthorne, new jersey, usa";NULL
"3148";"indianapolis, indiana, usa";NULL
"3150";"phoenix, arizona, usa";"51"
"3154";"new york, new york, usa";NULL
"3165";"janesville, wisconsin, usa";NULL
"3166";"dallas, georgia, usa";"15"
"3167";"milwaukee, wisconsin, usa";"42"
"3168";"mississauga, ontario, canada";"17"
"3172";"arlington, virginia, usa";"32"
"3174";"flagstaff, arizona, usa";"24"
"3175";"hartford, wisconsin, usa";"35"
"3177";"hamilton, n/a, new zealand";"44"
"3185";"oslo, oslo, norway";NULL
"3186";"hilo, ,";NULL
"3189";"évora, alentejo, portugal";"17"
"3191";"sligo, connaught, ireland";"29"
"3192";"milwaukee, wisconsin, usa";NULL
"3193";"silkstone, queensland, australia";"24"
"3194";"logan, utah, usa";"20"
"3197";"ore city, texas, usa";"38"
"3200";"pamplona, navarra, spain";"42"
"3202";"munster, western australia, australia";"21"
"3206";"bilbao, vizcaya, spain";"23"
"3209";"madrid, n/a, spain";"24"
"3224";"porto alegre, rio grande do sul, brazil";"17"
"3232";"rome, lazio, italy";"35"
"3236";"madrid, madrid, spain";"27"
"3237";"frankston, victoria, australia";"23"
"3243";"atlanta, georgia, usa";"28"
"3247";"como, lombardia, italy";"25"
"3251";"brescia, lombardia, italy";NULL
"3257";"villa luganese, ticino, switzerland";NULL
"3260";"lawrenceville, georgia, usa";"45"
"3261";"lenexa, ,";"42"
"3262";"gie?en, hessen, germany";"21"
"3266";"stockholm, n/a, sweden";NULL
"3268";"seattle, washington, usa";NULL
"3282";"didsbury, alberta, canada";"52"
"3283";"duisburg, nordrhein-westfalen, germany";"19"
"3289";"petawawa, ontario, canada";"38"
"3291";"windsor, ontario, canada";NULL
"3293";"barcelona, barcelona, spain";"19"
"3296";"rochester, minnesota, usa";"63"
"3300";"cabot, arkansas, usa";"49"
"3302";"calgary, alberta, canada";NULL
"3305";"halifax, nova scotia, canada";"26"
"3307";"braga, minho, portugal";"23"
"3310";"tucson, arizona, usa";NULL
"3315";"tamworth, new south wales, australia";"51"
"3320";"cuenca, alaska, spain";NULL
"3321";"regina, saskatchewan, canada";"25"
"3323";"seatac, washington, usa";NULL
"3326";"bonn, nordrhein-westfalen, germany";"37"
"3328";"apo, ae, usa";NULL
"3329";"grantsville, utah, usa";NULL
"3331";"mckeesport, pennsylvania, usa";"60"
"3332";"hartlepool, cleveland, united kingdom";"54"
"3343";"madrid, madrid, spain";"36"
"3344";"tucson, arizona, usa";"61"
"3346";"tehran, tehran, iran";"20"
"3347";"miami, florida, usa";NULL
"3350";"colorado springs, colorado, usa";"23"
"3351";"oceanside, california, usa";"42"
"3355";"barcelona, barcelona, spain";"19"
"3357";"spokane, washington, usa";NULL
"3362";"new york, new york, usa";NULL
"3363";"knoxville, tennessee, usa";"29"
"3364";"victoria, british columbia, canada";"29"
"3368";"nashua, new hampshire, usa";NULL
"3371";"groveland, massachusetts, usa";"25"
"3373";"elk grove, california, usa";"30"
"3374";"ajax, ontario, canada";"47"
"3376";"abbotsford, british columbia, canada";"26"
"3379";"toronto, ontario, canada";"16"
"3385";"al khobar, eastern province, saudi arabia";"42"
"3386";"castelldefels, cataluña, spain";"49"
"3388";"norwich, england, united kingdom";NULL
"3391";"portugalete, bizkaia, spain";"23"
"3393";"aurora, illinois, usa";"55"
"3395";"madrid, madrid, spain";"21"
"3396";"barcelona, catalunya, spain";"32"
"3400";"torrelavega, cantabria, spain";"27"
"3401";"jacksonville, florida, usa";NULL
"3402";"tavigliano, piemonte, italy";NULL
"3404";"montreal, quebec, canada";NULL
"3408";"lisbon, n/a, portugal";"32"
"3416";"aachen, nordrhein-westfalen, germany";"34"
"3418";"san diego, california, usa";"14"
"3421";"mcminnville, oregon, usa";NULL
"3422";"gawler east, south australia, australia";"14"
"3423";"barañain, navarra, spain";"21"
"3427";"eldorado, illinois, usa";"50"
"3432";"london, england, united kingdom";NULL
"3433";"brisbane, queensland, australia";"47"
"3435";"bishops stortford, hertfordshire, united kingdom";"38"
"3437";"honolulu, hawaii, usa";"103"
"3445";"la mirada, california, usa";"45"
"3449";"rostock, mecklenburg-vorpommern, germany";"26"
"3452";"kingston, ontario, canada";"38"
"3454";"dallas, texas, usa";"36"
"3460";"edmonton, alberta, canada";"32"
"3462";"amherst, new york, usa";NULL
"3463";"conrad, iowa, usa";"66"
"3467";"fort wayne, indiana, usa";"36"
"3471";"victoria, british columbia, canada";NULL
"3472";"seattle, washington, usa";"24"
"3473";"aptos, california, usa";NULL
"3477";"charleston, west virginia, usa";NULL
"3479";"huntington beach, california, usa";NULL
"3480";"kailua, hawaii, usa";NULL
"3481";"littleton, colorado, usa";"49"
"3487";"hamilton, ohio, usa";NULL
"3488";"ljubljana, n/a, slovenia";"21"
"3492";"cupertino, california, usa";NULL
"3493";"alameda, california, usa";NULL
"3495";"denver, colorado, usa";NULL
"3496";"omaha, nebraska, usa";NULL
"3502";"mount ephraim, new jersey, usa";"41"
"3505";"florissant, missouri, usa";"30"
"3506";"new york, new york, usa";NULL
"3507";"chicago, illinois, usa";NULL
"3508";"edinburgh, scotland, united kingdom";"46"
"3509";"san diego, california, usa";"29"
"3510";"nederland, colorado, usa";"57"
"3512";"portales, new mexico, usa";NULL
"3514";"evansville, indiana, usa";"22"
"3519";"norwalk, connecticut, usa";"27"
"3521";"chilliwack, british columbia, canada";NULL
"3528";"omaha, nebraska, usa";NULL
"3529";"brisbane, queensland, australia";"47"
"3532";"fayetteville, new york, usa";NULL
"3533";"london, england, united kingdom";"39"
"3534";"madison, wisconsin, usa";NULL
"3537";"seattle, washington, usa";NULL
"3538";"madrid, madrid, spain";"31"
"3541";"nanaimo, ,";NULL
"3542";"jersey city, new jersey, usa";NULL
"3543";"elgin, texas, usa";"37"
"3544";"edgewater, maryland, usa";"58"
"3546";"milwaukee, wisconsin, usa";"27"
"3547";"bryn mawr, pennsylvania, usa";NULL
"3549";"carrickalinga, south australia, australia";NULL
"3550";"new york, new york, usa";"30"
"3554";"hackettstown, new jersey, usa";"11"
"3556";"bismarck, north dakota, usa";"68"
"3564";"madrid, maine, spain";"24"
"3569";"n/a, n/a, usa";NULL
"3570";"christchurch, ,";"24"
"3571";"calgary, alberta, canada";"34"
"3573";"fair lawn, new jersey, usa";"32"
"3575";"chicago, illinois, usa";"35"
"3578";"halifax, nova scotia, canada";"25"
"3580";"essington, pennsylvania, usa";"44"
"3583";"redlands, queensland, australia";"48"
"3586";"akron, ohio, usa";"46"
"3588";"marion, iowa, usa";NULL
"3593";"lahaina, hawaii, usa";NULL
"3594";"auckland, n/a, new zealand";"48"
"3596";"wetumpka, alabama, usa";NULL
"3599";"orlando, florida, usa";NULL
"3601";"tallahassee, florida, usa";"33"
"3602";"colorado springs, colorado, usa";"22"
"3603";"wildwood crest, new jersey, usa";"34"
"3604";"pacific, missouri, usa";"26"
"3605";"bristol, rhode island, usa";"28"
"3611";"santa rosa, california, usa";"0"
"3613";"new dundee, ontario, canada";"29"
"3615";"north pole, alaska, usa";NULL
"3619";"washington, dc, usa";NULL
"3622";"round rock, tx, csa";NULL
"3628";"easthampton, massachusetts, usa";NULL
"3630";"louisville, kentucky, usa";NULL
"3632";"edgewater, new jersey,";"33"
"3633";"courtenay, british columbia, canada";"34"
"3640";"sacramento, california, usa";NULL
"3641";"king george, virginia, usa";"34"
"3643";"robbinsdale, minnesota, usa";NULL
"3645";"siegburg, nordrhein-westfalen, germany";NULL
"3647";"carmichael, california, usa";"17"
"3648";"durham, north carolina, usa";NULL
"3651";"dresden, sachsen, germany";NULL
"3652";"levallois-perret, ile-de-france, france";"16"
"3654";"esslingen, baden-w?rttemberg, germany";NULL
"3655";"tucker, georgia,";"33"
"3656";"inglewood, california, usa";NULL
"3659";"toronto, ,";NULL
"3660";"huntington beach, california, usa";NULL
"3665";"iowa city, iowa, usa";"34"
"3667";"norfolk, virginia, usa";NULL
"3668";"chicago, illinois, usa";"25"
"3669";"williamsburg, massachusetts, usa";"34"
"3670";"brookline, massachusetts, usa";NULL
"3671";"lahaina, hawaii, usa";NULL
"3673";"chatsworth, california, usa";"56"
"3674";"mississauga, ontario, canada";NULL
"3675";"barcelona, catalunya, spain";"24"
"3677";"darlington, south carolina, usa";"2"
"3679";"allston, massachusetts, usa";"25"
"3684";"barnet, england, united kingdom";"68"
"3686";"roma, lazio, italy";"27"
"3690";"pickerington, ohio, usa";NULL
"3693";"hampton, virginia, usa";"23"
"3694";"raleigh, north carolina, usa";"16"
"3702";"ft.stewart, georgia, usa";"48"
"3704";"montbéliard, franche-comté, france";"25"
"3709";"lucama, north carolina, usa";"30"
"3711";"highlands ranch, colorado, usa";NULL
"3712";"richfield, minnesota, usa";NULL
"3713";"juneau, alaska, usa";"39"
"3719";"eielson afb, alaska, usa";"18"
"3728";"pembroke pines, florida, usa";"40"
"3731";"philadelphia, pennsylvania, usa";NULL
"3739";"hamilton, ,";NULL
"3740";"watford, england, united kingdom";"24"
"3743";"roma, lazio, italy";"29"
"3745";"selvazzano dentro, italy, italy";"40"
"3752";"langenthal, bern, switzerland";"44"
"3756";"round rock, texas, usa";"44"
"3757";"madrid, madrid, spain";NULL
"3761";"san diego, california, usa";NULL
"3762";"sta.coloma de gramenet, barcelona, spain";"25"
"3764";"wien, n/a, austria";"19"
"3765";"vitoria, ,";"21"
"3767";"london, ontario, canada";NULL
"3768";"section, ,";"23"
"3770";"roanoke, virginia, usa";"20"
"3771";"barcelona, n/a, spain";"17"
"3772";"villena, n/a, spain";"18"
